sorghum3	maize1_v4
Sobic.004G321900	Zm00001d018309
Sobic.004G322100	Zm00001d018312
Sobic.004G322400	Zm00001d018316
Sobic.004G322600	Zm00001d018318
Sobic.004G322700	Zm00001d018318
Sobic.004G322800	Zm00001d018320
Sobic.004G323000	Zm00001d018321
Sobic.004G323100	Zm00001d018322
Sobic.004G323200	Zm00001d018323
Sobic.004G323300	Zm00001d018324
Sobic.004G323400	Zm00001d018325
Sobic.004G323600	Zm00001d018326
Sobic.004G323700	Zm00001d018328
Sobic.004G324400	Zm00001d018329
Sobic.004G323800	Zm00001d018330
Sobic.004G323900	Zm00001d018331
Sobic.004G324000	Zm00001d018332
Sobic.004G324100	Zm00001d018333
Sobic.004G324900	Zm00001d018334
Sobic.004G325000	Zm00001d018335
Sobic.004G325100	Zm00001d018336
Sobic.004G325200	Zm00001d018337
Sobic.004G325400	Zm00001d018339
Sobic.004G325300	Zm00001d018340
Sobic.004G325600	Zm00001d018341
Sobic.004G325900	Zm00001d018342
Sobic.004G326000	Zm00001d018343
Sobic.004G326100	Zm00001d018344
Sobic.004G326500	Zm00001d018348
Sobic.004G326600	Zm00001d018349
Sobic.004G326900	Zm00001d018350
Sobic.004G327000	Zm00001d018352
Sobic.004G327100	Zm00001d018355
Sobic.004G327200	Zm00001d018358
Sobic.004G327300	Zm00001d018359
Sobic.004G327400	Zm00001d018360
Sobic.004G327500	Zm00001d018361
Sobic.004G327700	Zm00001d018362
Sobic.004G327800	Zm00001d018363
Sobic.004G328000	Zm00001d018364
Sobic.004G328300	Zm00001d018365
Sobic.004G328400	Zm00001d018366
Sobic.004G328700	Zm00001d018367
Sobic.004G329000	Zm00001d018369
Sobic.004G329300	Zm00001d018370
Sobic.004G329400	Zm00001d018371
Sobic.004G329700	Zm00001d018372
Sobic.004G330100	Zm00001d018372
Sobic.004G330300	Zm00001d018372
Sobic.004G329800	Zm00001d018374
Sobic.004G330000	Zm00001d018375
Sobic.004G330600	Zm00001d018377
Sobic.004G330700	Zm00001d018378
Sobic.004G330900	Zm00001d018380
Sobic.004G331100	Zm00001d018382
Sobic.004G331400	Zm00001d018383
Sobic.004G331600	Zm00001d018384
Sobic.004G331700	Zm00001d018386
Sobic.004G331800	Zm00001d018388
Sobic.004G331900	Zm00001d018389
Sobic.004G332100	Zm00001d018390
Sobic.004G332300	Zm00001d018391
Sobic.004G332400	Zm00001d018392
Sobic.004G332500	Zm00001d018393
Sobic.004G332900	Zm00001d018394
Sobic.004G333000	Zm00001d018396
Sobic.004G333100	Zm00001d018399
Sobic.004G333200	Zm00001d018400
Sobic.004G333300	Zm00001d018400
Sobic.004G333400	Zm00001d018401
Sobic.004G333500	Zm00001d018403
Sobic.004G333600	Zm00001d018404
Sobic.004G333800	Zm00001d018405
Sobic.004G334000	Zm00001d018406
Sobic.004G334100	Zm00001d018407
Sobic.004G334900	Zm00001d018408
Sobic.004G335000	Zm00001d018409
Sobic.004G335600	Zm00001d018410
Sobic.004G335700	Zm00001d018411
Sobic.004G335800	Zm00001d018412
Sobic.004G336000	Zm00001d018413
Sobic.004G336500	Zm00001d018414
Sobic.004G336600	Zm00001d018415
Sobic.004G336700	Zm00001d018416
Sobic.004G337200	Zm00001d018418
Sobic.004G337300	Zm00001d018419
Sobic.004G337400	Zm00001d018420
Sobic.004G337500	Zm00001d018421
Sobic.004G337700	Zm00001d018422
Sobic.004G337800	Zm00001d018423
Sobic.004G337925	Zm00001d018428
Sobic.004G338000	Zm00001d018429
Sobic.004G338100	Zm00001d018430
Sobic.004G338200	Zm00001d018431
Sobic.004G338300	Zm00001d018432
Sobic.004G338400	Zm00001d018433
Sobic.004G338800	Zm00001d018435
Sobic.004G338900	Zm00001d018437
Sobic.004G339000	Zm00001d018438
Sobic.004G339100	Zm00001d018439
Sobic.004G339200	Zm00001d018440
Sobic.004G339500	Zm00001d018441
Sobic.004G339600	Zm00001d018443
Sobic.004G339700	Zm00001d018444
Sobic.004G339800	Zm00001d018445
Sobic.004G340100	Zm00001d018447
Sobic.004G340400	Zm00001d018450
Sobic.004G340500	Zm00001d018451
Sobic.004G340566	Zm00001d018452
Sobic.004G340632	Zm00001d018452
Sobic.004G340700	Zm00001d018452
Sobic.004G340800	Zm00001d018452
Sobic.004G340900	Zm00001d018452
Sobic.004G341000	Zm00001d018452
Sobic.004G341100	Zm00001d018452
Sobic.004G341200	Zm00001d018454
Sobic.004G341300	Zm00001d018455
Sobic.004G341700	Zm00001d018460
Sobic.004G341800	Zm00001d018461
Sobic.004G341900	Zm00001d018462
Sobic.004G342100	Zm00001d018464
Sobic.004G342200	Zm00001d018465
Sobic.004G343000	Zm00001d018466
Sobic.004G343100	Zm00001d018467
Sobic.004G343300	Zm00001d018468
Sobic.004G343200	Zm00001d018468
Sobic.004G343400	Zm00001d018469
Sobic.004G343500	Zm00001d018470
Sobic.004G343600	Zm00001d018471
Sobic.004G343700	Zm00001d018472
Sobic.004G343800	Zm00001d018473
Sobic.004G344100	Zm00001d018474
Sobic.004G344200	Zm00001d018475
Sobic.004G344400	Zm00001d018477
Sobic.004G344500	Zm00001d018478
Sobic.004G344800	Zm00001d018479
Sobic.004G344901	Zm00001d018481
Sobic.004G345100	Zm00001d018482
Sobic.004G345300	Zm00001d018483
Sobic.004G345400	Zm00001d018484
Sobic.004G345500	Zm00001d018485
Sobic.004G345800	Zm00001d018487
Sobic.004G346000	Zm00001d018488
Sobic.004G346100	Zm00001d018489
Sobic.004G346200	Zm00001d018490
Sobic.004G346400	Zm00001d018491
Sobic.004G347100	Zm00001d018494
Sobic.004G347300	Zm00001d018495
Sobic.004G347400	Zm00001d018496
Sobic.004G347500	Zm00001d018497
Sobic.004G347800	Zm00001d018498
Sobic.004G347900	Zm00001d018499
Sobic.004G348000	Zm00001d018500
Sobic.004G348100	Zm00001d018501
Sobic.004G348200	Zm00001d018502
Sobic.004G348300	Zm00001d018503
Sobic.004G348900	Zm00001d018504
Sobic.004G349000	Zm00001d018506
Sobic.004G349100	Zm00001d018507
Sobic.004G349125	Zm00001d018508
Sobic.004G349150	Zm00001d018509
Sobic.004G349237	Zm00001d018510
Sobic.004G349400	Zm00001d018511
Sobic.004G350100	Zm00001d018512
Sobic.004G350200	Zm00001d018514
Sobic.004G352100	Zm00001d018515
Sobic.004G352600	Zm00001d018516
Sobic.004G352700	Zm00001d018517
Sobic.004G352900	Zm00001d018521
Sobic.004G353000	Zm00001d018522
Sobic.004G353200	Zm00001d018523
Sobic.004G353300	Zm00001d018524
Sobic.004G353400	Zm00001d018525
Sobic.004G353500	Zm00001d018526
Sobic.004G353600	Zm00001d018527
Sobic.004G354000	Zm00001d018528
Sobic.004G354400	Zm00001d018529
Sobic.004G354600	Zm00001d018529
Sobic.004G354700	Zm00001d018530
Sobic.004G355500	Zm00001d018531
Sobic.004G356000	Zm00001d018532
Sobic.004G356200	Zm00001d018533
Sobic.004G356300	Zm00001d018534
Sobic.004G356700	Zm00001d018535
Sobic.004G356600	Zm00001d018537
Sobic.004G357000	Zm00001d018541
Sobic.004G356900	Zm00001d018542
Sobic.004G357100	Zm00001d018543
Sobic.004G357300	Zm00001d018544
Sobic.004G357400	Zm00001d018545
Sobic.004G357500	Zm00001d018552
Sobic.004G357800	Zm00001d018554
Sobic.004G357900	Zm00001d018555
Sobic.004G358301	Zm00001d018557
Sobic.004G358400	Zm00001d018565
Sobic.004G359200	Zm00001d018571
Sobic.004G359400	Zm00001d018573
Sobic.004G359500	Zm00001d018574
Sobic.004G359600	Zm00001d018575
Sobic.004G359900	Zm00001d018579
Sobic.002G000600	Zm00001d018595
Sobic.002G000700	Zm00001d018596
Sobic.002G000900	Zm00001d018597
Sobic.002G001000	Zm00001d018598
Sobic.002G001100	Zm00001d018599
Sobic.002G001300	Zm00001d018601
Sobic.002G001500	Zm00001d018603
Sobic.002G001700	Zm00001d018605
Sobic.002G002000	Zm00001d018609
Sobic.002G002100	Zm00001d018610
Sobic.002G002300	Zm00001d018611
Sobic.002G002600	Zm00001d018613
Sobic.002G002700	Zm00001d018614
Sobic.002G002800	Zm00001d018615
Sobic.002G003000	Zm00001d018616
Sobic.002G003100	Zm00001d018617
Sobic.002G003200	Zm00001d018618
Sobic.002G003400	Zm00001d018618
Sobic.002G003500	Zm00001d018619
Sobic.002G003601	Zm00001d018619
Sobic.002G003700	Zm00001d018620
Sobic.002G003800	Zm00001d018621
Sobic.002G004000	Zm00001d018623
Sobic.002G004100	Zm00001d018624
Sobic.002G004600	Zm00001d018625
Sobic.002G004800	Zm00001d018626
Sobic.002G004900	Zm00001d018627
Sobic.002G005100	Zm00001d018629
Sobic.002G005200	Zm00001d018630
Sobic.002G005300	Zm00001d018631
Sobic.002G005400	Zm00001d018631
Sobic.002G005500	Zm00001d018631
Sobic.002G005600	Zm00001d018633
Sobic.002G005700	Zm00001d018634
Sobic.002G006100	Zm00001d018635
Sobic.002G006300	Zm00001d018636
Sobic.002G006401	Zm00001d018637
Sobic.002G006500	Zm00001d018638
Sobic.002G006600	Zm00001d018639
Sobic.002G006700	Zm00001d018639
Sobic.002G007000	Zm00001d018639
Sobic.002G007200	Zm00001d018641
Sobic.002G007300	Zm00001d018642
Sobic.002G007600	Zm00001d018645
Sobic.002G007800	Zm00001d018647
Sobic.002G008200	Zm00001d018650
Sobic.002G008300	Zm00001d018650
Sobic.002G008400	Zm00001d018652
Sobic.002G008500	Zm00001d018653
Sobic.002G008600	Zm00001d018656
Sobic.002G008900	Zm00001d018657
Sobic.002G009200	Zm00001d018659
Sobic.002G009600	Zm00001d018660
Sobic.002G009700	Zm00001d018660
Sobic.002G009800	Zm00001d018664
Sobic.002G009900	Zm00001d018665
Sobic.002G010100	Zm00001d018667
Sobic.002G010200	Zm00001d018668
Sobic.002G010300	Zm00001d018669
Sobic.002G010400	Zm00001d018670
Sobic.002G011100	Zm00001d018671
Sobic.002G011400	Zm00001d018677
Sobic.002G013000	Zm00001d018682
Sobic.002G012300	Zm00001d018683
Sobic.002G012400	Zm00001d018683
Sobic.002G012500	Zm00001d018683
Sobic.002G012600	Zm00001d018683
Sobic.002G012650	Zm00001d018683
Sobic.002G012700	Zm00001d018683
Sobic.002G012900	Zm00001d018683
Sobic.002G013400	Zm00001d018685
Sobic.002G013600	Zm00001d018686
Sobic.002G012000	Zm00001d018690
Sobic.002G013300	Zm00001d018691
Sobic.002G011500	Zm00001d018692
Sobic.002G011700	Zm00001d018692
Sobic.002G011800	Zm00001d018692
Sobic.002G011900	Zm00001d018692
Sobic.002G012200	Zm00001d018692
Sobic.002G013700	Zm00001d018693
Sobic.002G014400	Zm00001d018694
Sobic.002G016400	Zm00001d018696
Sobic.002G016300	Zm00001d018698
Sobic.002G014800	Zm00001d018699
Sobic.002G017201	Zm00001d018707
Sobic.002G017300	Zm00001d018708
Sobic.002G017400	Zm00001d018709
Sobic.002G017600	Zm00001d018709
Sobic.002G017700	Zm00001d018709
Sobic.002G017800	Zm00001d018712
Sobic.002G019500	Zm00001d018714
Sobic.002G021500	Zm00001d018714
Sobic.002G022000	Zm00001d018714
Sobic.002G019000	Zm00001d018716
Sobic.002G019100	Zm00001d018716
Sobic.002G019200	Zm00001d018716
Sobic.002G020200	Zm00001d018717
Sobic.002G020400	Zm00001d018718
Sobic.002G020500	Zm00001d018719
Sobic.002G020700	Zm00001d018724
Sobic.002G020900	Zm00001d018725
Sobic.002G021132	Zm00001d018727
Sobic.002G021300	Zm00001d018729
Sobic.002G022400	Zm00001d018730
Sobic.002G022600	Zm00001d018731
Sobic.002G023100	Zm00001d018732
Sobic.002G023200	Zm00001d018737
Sobic.002G023300	Zm00001d018738
Sobic.002G023900	Zm00001d018742
Sobic.002G026100	Zm00001d018748
Sobic.002G026200	Zm00001d018749
Sobic.002G026500	Zm00001d018750
Sobic.002G027500	Zm00001d018751
Sobic.002G027600	Zm00001d018752
Sobic.002G027700	Zm00001d018754
Sobic.002G027800	Zm00001d018755
Sobic.002G028400	Zm00001d018756
Sobic.002G028700	Zm00001d018758
Sobic.002G028566	Zm00001d018762
Sobic.002G028632	Zm00001d018762
Sobic.002G029100	Zm00001d018770
Sobic.002G029300	Zm00001d018772
Sobic.002G029400	Zm00001d018773
Sobic.002G029700	Zm00001d018775
Sobic.002G029900	Zm00001d018776
Sobic.002G030200	Zm00001d018779
Sobic.002G030300	Zm00001d018780
Sobic.002G030500	Zm00001d018781
Sobic.002G031100	Zm00001d018786
Sobic.002G031700	Zm00001d018787
Sobic.002G031800	Zm00001d018788
Sobic.002G032800	Zm00001d018789
Sobic.002G032900	Zm00001d018790
Sobic.002G033000	Zm00001d018791
Sobic.002G033100	Zm00001d018791
Sobic.002G033300	Zm00001d018792
Sobic.002G033200	Zm00001d018793
Sobic.002G033400	Zm00001d018794
Sobic.002G033700	Zm00001d018795
Sobic.002G033800	Zm00001d018796
Sobic.002G033900	Zm00001d018797
Sobic.002G034600	Zm00001d018798
Sobic.002G034700	Zm00001d018799
Sobic.002G034800	Zm00001d018801
Sobic.002G035000	Zm00001d018802
Sobic.002G035200	Zm00001d018803
Sobic.002G035500	Zm00001d018806
Sobic.002G035600	Zm00001d018807
Sobic.002G036000	Zm00001d018810
Sobic.002G036100	Zm00001d018811
Sobic.002G036150	Zm00001d018811
Sobic.002G036300	Zm00001d018812
Sobic.002G036400	Zm00001d018813
Sobic.002G036500	Zm00001d018816
Sobic.002G036600	Zm00001d018816
Sobic.002G036900	Zm00001d018816
Sobic.002G037400	Zm00001d018819
Sobic.002G037800	Zm00001d018820
Sobic.002G038300	Zm00001d018821
Sobic.002G038600	Zm00001d018822
Sobic.002G038733	Zm00001d018823
Sobic.002G038866	Zm00001d018825
Sobic.002G039000	Zm00001d018826
Sobic.002G039100	Zm00001d018827
Sobic.002G039200	Zm00001d018828
Sobic.002G039400	Zm00001d018829
Sobic.002G039500	Zm00001d018831
Sobic.002G039600	Zm00001d018831
Sobic.002G039900	Zm00001d018832
Sobic.002G040201	Zm00001d018837
Sobic.002G040300	Zm00001d018838
Sobic.002G040400	Zm00001d018839
Sobic.002G040500	Zm00001d018839
Sobic.002G040700	Zm00001d018842
Sobic.002G040900	Zm00001d018844
Sobic.002G041000	Zm00001d018846
Sobic.002G041533	Zm00001d018848
Sobic.002G041800	Zm00001d018853
Sobic.002G042000	Zm00001d018853
Sobic.002G042100	Zm00001d018854
Sobic.002G042200	Zm00001d018855
Sobic.002G042300	Zm00001d018857
Sobic.002G042600	Zm00001d018859
Sobic.002G042900	Zm00001d018862
Sobic.002G043000	Zm00001d018863
Sobic.002G043100	Zm00001d018864
Sobic.002G043300	Zm00001d018867
Sobic.002G043400	Zm00001d018868
Sobic.002G043500	Zm00001d018869
Sobic.002G043600	Zm00001d018870
Sobic.002G043700	Zm00001d018871
Sobic.002G043800	Zm00001d018872
Sobic.002G044000	Zm00001d018873
Sobic.002G044100	Zm00001d018876
Sobic.002G044300	Zm00001d018876
Sobic.002G044400	Zm00001d018876
Sobic.002G044600	Zm00001d018877
Sobic.002G044900	Zm00001d018880
Sobic.002G045000	Zm00001d018881
Sobic.002G045100	Zm00001d018882
Sobic.002G045200	Zm00001d018883
Sobic.002G045300	Zm00001d018884
Sobic.002G045400	Zm00001d018887
Sobic.002G045600	Zm00001d018890
Sobic.002G045700	Zm00001d018891
Sobic.002G046300	Zm00001d018894
Sobic.002G046900	Zm00001d018895
Sobic.002G047000	Zm00001d018896
Sobic.002G047400	Zm00001d018901
Sobic.002G047500	Zm00001d018902
Sobic.002G047600	Zm00001d018903
Sobic.002G047700	Zm00001d018904
Sobic.002G048300	Zm00001d018906
Sobic.002G048700	Zm00001d018907
Sobic.002G048800	Zm00001d018908
Sobic.002G049000	Zm00001d018911
Sobic.002G049200	Zm00001d018912
Sobic.002G049300	Zm00001d018914
Sobic.002G049500	Zm00001d018915
Sobic.002G049600	Zm00001d018917
Sobic.002G049700	Zm00001d018918
Sobic.002G049750	Zm00001d018925
Sobic.002G049800	Zm00001d018925
Sobic.002G050100	Zm00001d018926
Sobic.002G050300	Zm00001d018926
Sobic.002G050200	Zm00001d018927
Sobic.002G050500	Zm00001d018929
Sobic.002G050700	Zm00001d018930
Sobic.002G050900	Zm00001d018931
Sobic.002G051000	Zm00001d018935
Sobic.002G051100	Zm00001d018936
Sobic.002G051200	Zm00001d018936
Sobic.002G051600	Zm00001d018937
Sobic.002G051700	Zm00001d018938
Sobic.002G051800	Zm00001d018939
Sobic.002G052000	Zm00001d018940
Sobic.002G052100	Zm00001d018940
Sobic.002G051900	Zm00001d018941
Sobic.002G052400	Zm00001d018943
Sobic.002G052700	Zm00001d018944
Sobic.002G052900	Zm00001d018946
Sobic.002G053000	Zm00001d018947
Sobic.002G053100	Zm00001d018950
Sobic.002G053201	Zm00001d018951
Sobic.002G053900	Zm00001d018954
Sobic.002G054000	Zm00001d018957
Sobic.002G054300	Zm00001d018959
Sobic.002G054400	Zm00001d018961
Sobic.002G055400	Zm00001d018962
Sobic.002G055300	Zm00001d018963
Sobic.002G055200	Zm00001d018964
Sobic.002G055700	Zm00001d018965
Sobic.002G055600	Zm00001d018966
Sobic.002G054600	Zm00001d018967
Sobic.002G054700	Zm00001d018969
Sobic.002G054800	Zm00001d018971
Sobic.002G055000	Zm00001d018971
Sobic.002G055800	Zm00001d018972
Sobic.002G055900	Zm00001d018973
Sobic.002G056000	Zm00001d018977
Sobic.002G056200	Zm00001d018979
Sobic.002G056300	Zm00001d018981
Sobic.002G054100	Zm00001d018982
Sobic.002G057050	Zm00001d018982
Sobic.002G059700	Zm00001d018982
Sobic.002G056500	Zm00001d018983
Sobic.002G056800	Zm00001d018984
Sobic.002G056900	Zm00001d018986
Sobic.002G057200	Zm00001d018986
Sobic.002G057400	Zm00001d018987
Sobic.002G057500	Zm00001d018988
Sobic.002G059500	Zm00001d019000
Sobic.002G060500	Zm00001d019000
Sobic.002G057600	Zm00001d019002
Sobic.002G057700	Zm00001d019019
Sobic.002G057800	Zm00001d019019
Sobic.002G057900	Zm00001d019034
Sobic.002G058000	Zm00001d019035
Sobic.002G058100	Zm00001d019035
Sobic.002G058300	Zm00001d019039
Sobic.002G058500	Zm00001d019040
Sobic.002G058700	Zm00001d019041
Sobic.002G058600	Zm00001d019043
Sobic.002G059200	Zm00001d019045
Sobic.002G059300	Zm00001d019047
Sobic.002G060900	Zm00001d019048
Sobic.002G061600	Zm00001d019049
Sobic.002G061900	Zm00001d019052
Sobic.002G062100	Zm00001d019053
Sobic.002G062500	Zm00001d019054
Sobic.002G064000	Zm00001d019057
Sobic.002G064200	Zm00001d019057
Sobic.002G064400	Zm00001d019059
Sobic.002G064500	Zm00001d019060
Sobic.002G064700	Zm00001d019060
Sobic.002G064900	Zm00001d019061
Sobic.002G065000	Zm00001d019062
Sobic.002G065400	Zm00001d019064
Sobic.002G065300	Zm00001d019065
Sobic.002G065900	Zm00001d019066
Sobic.002G066000	Zm00001d019067
Sobic.002G066200	Zm00001d019067
Sobic.002G066300	Zm00001d019068
Sobic.002G066400	Zm00001d019069
Sobic.002G066700	Zm00001d019070
Sobic.002G066800	Zm00001d019075
Sobic.002G067000	Zm00001d019078
Sobic.002G067300	Zm00001d019078
Sobic.002G067400	Zm00001d019078
Sobic.002G067500	Zm00001d019078
Sobic.002G067100	Zm00001d019079
Sobic.002G067600	Zm00001d019079
Sobic.002G067800	Zm00001d019087
Sobic.002G068000	Zm00001d019089
Sobic.002G068100	Zm00001d019090
Sobic.002G068300	Zm00001d019091
Sobic.002G068500	Zm00001d019092
Sobic.002G068900	Zm00001d019093
Sobic.002G068800	Zm00001d019094
Sobic.002G069000	Zm00001d019094
Sobic.002G069100	Zm00001d019098
Sobic.002G069166	Zm00001d019098
Sobic.002G069400	Zm00001d019098
Sobic.002G070200	Zm00001d019100
Sobic.002G070300	Zm00001d019104
Sobic.002G070600	Zm00001d019106
Sobic.002G070700	Zm00001d019107
Sobic.002G070800	Zm00001d019107
Sobic.002G070901	Zm00001d019107
Sobic.002G071400	Zm00001d019108
Sobic.002G071500	Zm00001d019115
Sobic.002G071600	Zm00001d019116
Sobic.002G072100	Zm00001d019117
Sobic.002G072200	Zm00001d019120
Sobic.002G072300	Zm00001d019123
Sobic.002G072400	Zm00001d019124
Sobic.002G072500	Zm00001d019124
Sobic.002G072700	Zm00001d019125
Sobic.002G073200	Zm00001d019130
Sobic.002G073600	Zm00001d019138
Sobic.002G073700	Zm00001d019139
Sobic.002G073900	Zm00001d019142
Sobic.002G074000	Zm00001d019145
Sobic.002G074200	Zm00001d019147
Sobic.002G074500	Zm00001d019148
Sobic.002G075500	Zm00001d019149
Sobic.002G075600	Zm00001d019150
Sobic.002G075800	Zm00001d019163
Sobic.002G075900	Zm00001d019164
Sobic.002G076000	Zm00001d019165
Sobic.002G076100	Zm00001d019166
Sobic.002G076500	Zm00001d019169
Sobic.002G076600	Zm00001d019170
Sobic.002G076700	Zm00001d019171
Sobic.002G076800	Zm00001d019172
Sobic.002G076866	Zm00001d019173
Sobic.002G077000	Zm00001d019177
Sobic.002G077100	Zm00001d019180
Sobic.002G077200	Zm00001d019181
Sobic.002G077900	Zm00001d019182
Sobic.002G078000	Zm00001d019184
Sobic.002G078100	Zm00001d019185
Sobic.002G078300	Zm00001d019186
Sobic.002G078400	Zm00001d019191
Sobic.002G078500	Zm00001d019192
Sobic.002G078600	Zm00001d019192
Sobic.002G078700	Zm00001d019192
Sobic.002G079000	Zm00001d019194
Sobic.002G079100	Zm00001d019195
Sobic.002G079900	Zm00001d019206
Sobic.002G080100	Zm00001d019207
Sobic.002G080500	Zm00001d019213
Sobic.002G080600	Zm00001d019213
Sobic.002G080700	Zm00001d019213
Sobic.002G081000	Zm00001d019213
Sobic.002G081100	Zm00001d019215
Sobic.002G081300	Zm00001d019216
Sobic.002G081400	Zm00001d019217
Sobic.002G081500	Zm00001d019218
Sobic.002G081600	Zm00001d019219
Sobic.002G081900	Zm00001d019220
Sobic.002G082000	Zm00001d019221
Sobic.002G082300	Zm00001d019222
Sobic.002G082400	Zm00001d019223
Sobic.002G082600	Zm00001d019223
Sobic.002G082800	Zm00001d019223
Sobic.002G082900	Zm00001d019225
Sobic.002G083000	Zm00001d019226
Sobic.002G083100	Zm00001d019226
Sobic.002G083200	Zm00001d019228
Sobic.002G083600	Zm00001d019230
Sobic.002G083800	Zm00001d019233
Sobic.002G083900	Zm00001d019234
Sobic.002G084200	Zm00001d019239
Sobic.002G084400	Zm00001d019240
Sobic.002G084500	Zm00001d019241
Sobic.002G084700	Zm00001d019248
Sobic.002G084800	Zm00001d019249
Sobic.002G085200	Zm00001d019250
Sobic.002G085300	Zm00001d019254
Sobic.002G085700	Zm00001d019254
Sobic.002G085400	Zm00001d019256
Sobic.002G085800	Zm00001d019258
Sobic.002G086800	Zm00001d019260
Sobic.002G087000	Zm00001d019262
Sobic.002G087900	Zm00001d019263
Sobic.002G088000	Zm00001d019265
Sobic.002G088600	Zm00001d019266
Sobic.002G088700	Zm00001d019268
Sobic.002G088800	Zm00001d019269
Sobic.002G089200	Zm00001d019271
Sobic.002G089400	Zm00001d019277
Sobic.002G089500	Zm00001d019277
Sobic.002G089600	Zm00001d019277
Sobic.002G090200	Zm00001d019279
Sobic.002G090300	Zm00001d019280
Sobic.002G090400	Zm00001d019282
Sobic.002G090500	Zm00001d019283
Sobic.002G090700	Zm00001d019287
Sobic.002G090800	Zm00001d019288
Sobic.002G091200	Zm00001d019290
Sobic.002G091300	Zm00001d019291
Sobic.002G091800	Zm00001d019294
Sobic.002G092050	Zm00001d019297
Sobic.002G092200	Zm00001d019298
Sobic.002G092300	Zm00001d019299
Sobic.002G092400	Zm00001d019300
Sobic.002G092600	Zm00001d019303
Sobic.002G092500	Zm00001d019304
Sobic.002G092700	Zm00001d019304
Sobic.002G092801	Zm00001d019304
Sobic.002G093000	Zm00001d019305
Sobic.002G093300	Zm00001d019306
Sobic.002G093400	Zm00001d019311
Sobic.002G093500	Zm00001d019311
Sobic.002G093600	Zm00001d019312
Sobic.002G093700	Zm00001d019312
Sobic.002G093800	Zm00001d019312
Sobic.002G093900	Zm00001d019314
Sobic.002G094600	Zm00001d019317
Sobic.002G094800	Zm00001d019320
Sobic.002G094900	Zm00001d019324
Sobic.002G095000	Zm00001d019324
Sobic.002G095100	Zm00001d019325
Sobic.002G095200	Zm00001d019326
Sobic.002G095400	Zm00001d019327
Sobic.002G095600	Zm00001d019327
Sobic.002G095700	Zm00001d019328
Sobic.002G095800	Zm00001d019329
Sobic.002G101000	Zm00001d019341
Sobic.002G101200	Zm00001d019342
Sobic.002G102200	Zm00001d019343
Sobic.002G103900	Zm00001d019345
Sobic.002G104100	Zm00001d019348
Sobic.002G104300	Zm00001d019349
Sobic.002G104400	Zm00001d019354
Sobic.002G104500	Zm00001d019356
Sobic.002G104700	Zm00001d019357
Sobic.002G104801	Zm00001d019358
Sobic.002G104900	Zm00001d019358
Sobic.002G105200	Zm00001d019363
Sobic.002G105300	Zm00001d019364
Sobic.002G104200	Zm00001d019365
Sobic.002G105600	Zm00001d019365
Sobic.002G105700	Zm00001d019370
Sobic.002G105800	Zm00001d019372
Sobic.002G106200	Zm00001d019374
Sobic.002G106600	Zm00001d019374
Sobic.002G107000	Zm00001d019376
Sobic.002G107200	Zm00001d019376
Sobic.002G107400	Zm00001d019376
Sobic.002G107600	Zm00001d019376
Sobic.002G108000	Zm00001d019377
Sobic.002G108200	Zm00001d019380
Sobic.002G108600	Zm00001d019394
Sobic.002G109000	Zm00001d019397
Sobic.002G109300	Zm00001d019398
Sobic.002G109400	Zm00001d019399
Sobic.002G109100	Zm00001d019400
Sobic.002G109500	Zm00001d019400
Sobic.002G109600	Zm00001d019404
Sobic.002G109700	Zm00001d019405
Sobic.002G109800	Zm00001d019405
Sobic.002G109900	Zm00001d019405
Sobic.002G110000	Zm00001d019406
Sobic.002G107900	Zm00001d019411
Sobic.002G107800	Zm00001d019413
Sobic.002G110200	Zm00001d019414
Sobic.002G110400	Zm00001d019420
Sobic.002G110600	Zm00001d019422
Sobic.002G110500	Zm00001d019423
Sobic.002G110700	Zm00001d019426
Sobic.002G110800	Zm00001d019430
Sobic.002G111000	Zm00001d019432
Sobic.002G111100	Zm00001d019434
Sobic.002G111200	Zm00001d019439
Sobic.002G111300	Zm00001d019445
Sobic.002G111400	Zm00001d019446
Sobic.002G111600	Zm00001d019447
Sobic.002G112100	Zm00001d019449
Sobic.002G112300	Zm00001d019450
Sobic.002G112400	Zm00001d019454
Sobic.002G113100	Zm00001d019457
Sobic.002G113200	Zm00001d019459
Sobic.002G113300	Zm00001d019459
Sobic.002G113400	Zm00001d019461
Sobic.002G113600	Zm00001d019462
Sobic.002G113700	Zm00001d019463
Sobic.002G113800	Zm00001d019467
Sobic.002G113900	Zm00001d019472
Sobic.002G115000	Zm00001d019473
Sobic.002G115200	Zm00001d019474
Sobic.002G115400	Zm00001d019475
Sobic.002G115900	Zm00001d019477
Sobic.002G115700	Zm00001d019478
Sobic.002G116000	Zm00001d019479
Sobic.002G116100	Zm00001d019480
Sobic.002G116200	Zm00001d019481
Sobic.002G116500	Zm00001d019483
Sobic.002G116600	Zm00001d019487
Sobic.002G117000	Zm00001d019490
Sobic.002G117200	Zm00001d019492
Sobic.002G117400	Zm00001d019493
Sobic.002G117600	Zm00001d019495
Sobic.002G117700	Zm00001d019497
Sobic.002G117900	Zm00001d019497
Sobic.002G118200	Zm00001d019501
Sobic.002G118300	Zm00001d019504
Sobic.002G118600	Zm00001d019505
Sobic.002G118700	Zm00001d019507
Sobic.002G119100	Zm00001d019510
Sobic.002G119200	Zm00001d019513
Sobic.002G119400	Zm00001d019515
Sobic.002G119500	Zm00001d019518
Sobic.002G119600	Zm00001d019520
Sobic.002G119700	Zm00001d019522
