Taxa	AGY_HRB	AGY_Overall	AGY_Taian	EH_HRB	EH_Overall	EH_SH	EH_Taian	ERN_HRB	ERN_Overall	ERN_Taian	KR_HRB	KR_Overall	KR_Taian	PH_HRB	PH_Overall	PH_SH	PH_Taian
030-1/Va26	0.831289121	0.787609967	0.953095804	0.6234955	0.566043467	0.611235592	0.520103887	0.050843705	0.041355167	0.034196095	0.367081644	0.388384151	0.38726209	0.406065708	0.385602178	0.396381824	0.381492293
E601/SC30-1	2.406315542	2.047930084	1.663159555	0.6300322	0.576519487	0.641181158	0.496714184	0.231461824	0.259963988	0.272236708	1.000639192	1.031315621	0.978092048	0.399268325	0.382806311	0.418972426	0.347402939
E601/030-1	1.879021536	2.077194005	2.708620903	0.640891124	0.625611524	0.697961794	0.586001024	0.253851759	0.256668491	0.266053361	1.034722019	1.16428635	1.221225086	0.45881003	0.437556678	0.456599796	0.420472365
SC24-1/SC30-1	0.91535142	0.952786358	1.158372108	0.628825201	0.522853754	0.569426524	0.41413708	0.055937235	0.05153889	0.027417011	0.37792031	0.508831405	0.629451093	0.375450054	0.339899289	0.385662502	0.280826934
SC24-1/030-1	0.633957371	0.863234443	1.437671877	0.593942396	0.549177053	0.63131988	0.468709698	-0.048929693	-0.003708799	0.039290235	0.17876047	0.402967371	0.564104877	0.36500822	0.346656341	0.395008362	0.310972241
Q1261/E601	3.907588714	3.320096709	2.844042923	0.40415524	0.435394878	0.556962243	0.384586	0.200422088	0.167081973	0.137504709	1.562418538	1.674965439	1.749804709	0.37377863	0.320459982	0.337778998	0.277057256
Q1261/SC24-1	1.382912388	0.701153892	0.102605654	0.433060675	0.46618362	0.499660895	0.535364089	0.098156122	0.058271218	0.022695781	0.585890675	0.59700917	0.580186181	0.400478565	0.35779923	0.367568652	0.336452233
M101/E601	2.753225293	2.862679701	3.147311269	0.545800521	0.545414267	0.616594446	0.522463806	0.245466688	0.278592548	0.320868734	1.340136029	1.652931865	2.06282563	0.373428884	0.34574773	0.340950124	0.333331469
M101/SC24-1	0.9827149	1.144098269	1.559418847	0.590872291	0.527893109	0.556082458	0.479311255	0.047291177	0.079461674	0.110014937	0.437452666	0.623333472	0.870551902	0.323314221	0.299593617	0.299718945	0.28701223
M101/Q1261	2.421999273	2.298749644	2.344611918	0.425854256	0.44232567	0.547927854	0.396898288	0.1158177	0.106976994	0.108037901	0.833137633	1.110029226	1.545606773	0.348017415	0.298681673	0.282530678	0.29133252
hai9-21/huotanghuang	1.64274655	1.491490961	1.418586809	0.580974633	0.49868938	0.484754496	0.478544327	0.119149125	0.136417991	0.149127699	0.511570249	0.637866534	0.7777063	0.47912931	0.455486361	0.447524025	0.472334358
hai9-21/yuanwu05	1.543847348	1.484488051	1.635793207	0.556814866	0.470728011	0.434763622	0.465388215	0.119317872	0.127209464	0.128194645	0.593062157	0.627283728	0.661383218	0.49749203	0.48221484	0.428852778	0.561493055
hai9-21/ji432	1.720640165	1.332071218	0.934809491	0.619781658	0.564121095	0.512014497	0.631142143	0.224298516	0.196240216	0.157807037	0.767629954	0.793839806	0.852883325	0.58094425	0.487959907	0.422842888	0.496078544
7327/hai9-21	1.703252228	1.39324481	1.183629263	0.359098098	0.387592572	0.4174026	0.430978875	0.086759437	0.165210618	0.228342021	0.535918079	0.704080861	0.917563253	0.467000091	0.46939606	0.450619542	0.524194607
7327/yuanwu05	1.336982534	1.321382265	1.44840604	0.449988129	0.366837698	0.313254194	0.375683917	0.102868061	0.090199172	0.078748434	0.457353946	0.566447551	0.67479124	0.439470804	0.423412574	0.3920862	0.477737202
7327/ji432	1.089015916	1.228616289	1.649723562	0.659868972	0.575315455	0.542557576	0.569430992	0.082645676	0.062969737	0.052526674	0.575077453	0.76975635	1.005674083	0.502572424	0.431699124	0.406032505	0.414085699
7903E/hai9-21	0.99809092	1.227270395	1.845364829	0.576229336	0.512744979	0.551970898	0.464792039	0.118125841	0.202783267	0.270665915	0.249097416	0.508964645	0.89387096	0.467760152	0.441404224	0.444780079	0.464531209
7903E/7327	1.311717151	1.440956087	1.719383473	0.532283515	0.460169756	0.471169936	0.415576987	0.101794809	0.162668411	0.216499698	0.45620564	0.637514789	0.885155344	0.495349968	0.463247459	0.444846458	0.488151007
7903E/ji432	1.185105433	1.333923416	1.724000696	0.696634294	0.635478116	0.58049737	0.72741775	0.062109604	0.10476853	0.161252646	0.543700521	0.57244789	0.624092858	0.562846068	0.469987827	0.42946847	0.457653673
1145/PHT22	1.732311232	1.631730891	1.677037578	0.566633903	0.478791585	0.511742227	0.402925378	0.197644966	0.186615615	0.186544438	0.800001662	0.806318781	0.850696518	0.404346841	0.381726367	0.370357679	0.405542613
1145/S22	2.073697845	2.096956879	2.323040986	0.498903799	0.543934633	0.609593883	0.583539199	0.138684566	0.116776588	0.143514988	1.059388071	1.035000123	1.080113462	0.437844981	0.414944999	0.415631208	0.41498784
1145/Sg1533	2.567304047	2.287489182	1.834962947	0.526789734	0.475329579	0.508004734	0.436435933	0.128098362	0.166952167	0.213104776	0.957528262	0.939124651	0.959195816	0.422713038	0.341500679	0.318916035	0.310670376
7146/S22	2.049690655	1.857918144	1.620206246	0.367993747	0.496043921	0.605013637	0.638449759	-0.005156478	0.026465003	0.090109832	0.778516324	0.766745303	0.7949568	0.358837221	0.394432827	0.404820485	0.474456182
7146/Sg1533	1.389730923	1.218949981	1.152910394	0.585044886	0.571415464	0.548726471	0.659096188	0.026162356	0.093866662	0.175880857	0.695800775	0.671947536	0.640696711	0.441750044	0.418161348	0.390467446	0.460893466
d140/1145	1.413534746	1.72604849	3.060086516	0.655327629	0.611529033	0.64791677	0.580916325	0.131509323	0.141038478	0.164738239	0.831589653	0.883898493	1.110851268	0.409137175	0.40186313	0.41100316	0.410319123
d140/7146	1.284930531	1.412323342	2.080973706	0.508897837	0.543152622	0.607353624	0.581612418	0.141165369	0.153598624	0.175296901	0.492338154	0.606532008	0.833185711	0.414847248	0.437518534	0.483759335	0.454719031
chengzi2142/1145	1.36692801	1.262994528	1.242691687	0.550351714	0.575152024	0.679405388	0.55457484	0.216217803	0.228621888	0.236531925	0.880055837	0.827757385	0.793889037	0.344404734	0.34673485	0.35911833	0.361104387
chengzi2142/7146	0.829960017	0.924556671	1.233625649	0.491137825	0.517129132	0.661284773	0.462838438	0.151956152	0.169204356	0.181909112	0.624676113	0.604082866	0.571313198	0.390409532	0.406050181	0.448433682	0.415095491
chengzi2142/d140	1.188879973	1.367225957	1.907432497	0.704020832	0.696372548	0.796948122	0.653645733	0.138457329	0.172411633	0.207775218	0.637236304	0.66530163	0.761523564	0.431919768	0.439607559	0.472270625	0.435042896
1101/7146	1.328950042	1.212866485	1.175219853	0.35276331	0.378557504	0.411905874	0.432778404	0.050433791	0.064531953	0.090900892	0.706090762	0.702794868	0.695929111	0.383801874	0.38700059	0.421716577	0.37796505
1101/d140	1.214414339	1.344519744	2.045771046	0.597849981	0.594724463	0.5950462	0.653290733	0.101106983	0.120782602	0.154772515	0.682780219	0.689219215	0.776635024	0.387600066	0.390613684	0.4161308	0.378890321
1101/chengzi2142	0.956766776	0.893016722	0.974038375	0.625540428	0.666503725	0.709129141	0.749599853	0.153822086	0.154022049	0.151662295	0.591953447	0.65499939	0.705226729	0.383251399	0.401400828	0.421293457	0.407941445
1101/PHW30	1.607188404	1.503656845	1.509890552	0.442831066	0.534799848	0.634898947	0.612665775	-0.034578214	-0.008642444	0.026521911	0.58276427	0.651332113	0.712177117	0.290630336	0.311713757	0.345834837	0.305200716
SC11-1/d140	1.117499508	1.324086682	2.098531177	0.564810309	0.544190272	0.664140048	0.457582902	0.113058866	0.143891927	0.184027095	0.579642406	0.67747203	0.865769049	0.352027107	0.366119143	0.409093387	0.364512927
SC11-1/chengzi2142	0.882509885	0.797220926	0.833315672	0.706509155	0.673586546	0.786200744	0.596096376	0.164125051	0.186050323	0.200691808	0.467705266	0.483240449	0.47367645	0.346500646	0.350159206	0.348971575	0.378373486
PHW17/chengzi2142	0.772977648	0.669632448	0.649304648	0.556119882	0.530532701	0.553161788	0.542881223	0.239072548	0.237969444	0.211977753	0.432263545	0.470436082	0.487950705	0.345219258	0.339187847	0.321558639	0.370957962
PHW17/1101	1.015345085	1.09745968	1.397910639	0.537312263	0.524078569	0.510499881	0.58424748	0.056879834	0.072243065	0.083091727	0.463457688	0.591754543	0.739694864	0.287763135	0.3135208	0.319626016	0.347253149
PHW17/SC11-1	1.081264846	1.140420292	1.308571258	0.514779476	0.534293691	0.630603516	0.523977357	0.143784073	0.134521625	0.111396547	0.46714452	0.53948613	0.603200073	0.299664096	0.313400687	0.321974235	0.343772646
DF27/T24	1.553583289	1.50598161	1.614885987	0.775565631	0.585331042	0.423498855	0.628135456	0.027543302	0.014440718	0.025856227	0.634525698	0.679815551	0.722664441	0.46737557	0.371979843	0.291859892	0.40838042
DF27/IBB14	1.276478832	1.207681709	1.221127561	0.565546595	0.474746021	0.422101568	0.496055637	0.031532427	0.015558933	0.004924654	0.555237561	0.627699679	0.688988132	0.411683803	0.357229716	0.330216449	0.360524402
4722/7903E	1.241808967	1.381888037	1.771873467	0.721866327	0.549818822	0.483968774	0.552360799	0.129000254	0.174434443	0.213496258	0.46501264	0.618443798	0.83000347	0.504846818	0.426484436	0.402790328	0.439573746
4722/1101	1.648114917	1.499891813	1.426685217	0.544730891	0.441711527	0.358182653	0.504382537	0.111524648	0.11687992	0.128771192	0.634385581	0.682453268	0.732874769	0.347674138	0.3157642	0.316575596	0.317156281
4722/DF27	1.476587434	1.302349158	1.184799232	0.674165177	0.52795645	0.362832279	0.686704178	0.137792373	0.113638822	0.093820893	0.675855431	0.572215156	0.447042202	0.480030491	0.420388773	0.37211013	0.469145467
4722/HB8229	2.520141262	2.698797975	2.908324719	0.810795285	0.56367177	NA	0.619301685	0.3441799	0.366750784	0.359904965	1.073479883	1.226515462	1.354029288	0.57238824	0.478142365	NA	0.539673706
4722/Sg1533	1.538479751	1.238102662	1.070830329	0.758770948	0.442794858	0.245788122	0.444587662	0.21751905	0.196421574	0.167978014	0.540834932	0.600909574	0.658890845	0.489379185	0.35366662	0.271315958	0.357944155
4722/IBB14	1.224695726	1.002307537	0.925391413	0.540928349	0.295533809	0.120821552	0.296033315	0.114533118	0.100344138	0.084379931	0.504310247	0.577103544	0.652289133	0.389636458	0.301743373	0.238137131	0.330504415
4722/807	1.066808288	0.769321125	0.590103395	0.84933967	0.51430887	0.278728314	0.516888388	0.201746469	0.18041195	0.15480608	0.233039351	0.230123069	0.196163464	0.46093784	0.367699598	0.319336226	0.37869589
MM402A/DF27	2.163419346	1.907624881	1.707686805	0.471686062	0.568752092	0.614743825	0.754519554	0.364972367	0.262651587	0.144988225	0.650664357	0.503709844	0.347800982	0.443628213	0.435900503	0.43010078	0.465611739
MM402A/4722	2.743000512	2.247369409	1.852232967	0.636234633	0.506536179	0.287817731	0.741360188	0.520236229	0.414467882	0.28400606	1.014014966	0.78249964	0.573137275	0.544561479	0.460373014	0.392877661	0.489239636
zhonghuang64/DF27	1.988684722	1.81967232	1.683561487	0.815943307	0.695140854	NA	0.601839859	0.140734513	0.118514566	0.111627116	1.116114705	1.069218343	1.066202858	0.43800969	0.400010428	NA	0.400796475
zhonghuang64/4722	2.510329422	2.356178539	2.297246309	0.835824729	0.65556903	NA	0.627055364	0.234844241	0.212572662	0.19804434	1.311649907	1.328772826	1.454637293	0.568360327	0.482106467	NA	0.475381328
zhonghuang64/MM402A	3.610110429	3.131491884	2.799354783	0.735513447	0.673803027	NA	0.620988367	0.422629575	0.383846789	0.326596242	1.584763146	1.248709355	1.038892001	0.528443458	0.458180129	NA	0.407847422
H114/4722	1.26599799	0.956741923	0.750104912	0.601673725	0.430545537	0.307489204	0.468105035	0.181045444	0.153635515	0.12294224	0.435004445	0.394076086	0.347735621	0.416783993	0.354249684	0.32026506	0.388188614
H114/MM402A	1.987761289	1.631828186	1.406633995	0.505271624	0.517344349	0.51752348	0.612622252	0.411147192	0.307898237	0.189508222	1.022046036	0.758119761	0.518195648	0.445575355	0.405104164	0.385863866	0.414848812
H114/zhonghuang64	1.968983811	1.617762884	1.295899048	0.512226939	0.486733656	NA	0.44738911	0.117970332	0.138750088	0.174661697	1.265098208	1.151221035	1.114873887	0.436885649	0.402052439	NA	0.396520637
XF134/MM402A	2.270765086	1.923816043	1.761121138	0.511973478	0.45300038	0.412280847	0.501267525	0.284080329	0.257957712	0.219785807	1.026198005	0.760799139	0.536642007	0.407519089	0.371475888	0.356838642	0.383442366
XF134/zhonghuang64	2.175119212	1.828813872	1.577599966	0.476083921	0.518290763	NA	0.477825177	0.192059701	0.20156871	0.233770036	1.227081229	1.147188058	1.153433908	0.357851445	0.351626844	NA	0.362400806
XF134/H114	1.364004164	1.252869091	1.27267309	0.523526243	0.542118975	0.553413696	0.63214234	0.060050184	0.052038879	0.061953525	0.854177973	0.828175911	0.815365836	0.416419882	0.423060541	0.425878167	0.475159656
XF134/shuang741	1.522636537	1.299391002	1.125233999	0.552361541	0.348235653	0.113036259	0.549918359	0.065968687	0.044350803	0.032025489	0.658637291	0.569146794	0.482144183	0.45968002	0.320762854	0.133916586	0.477759066
zhonger02/zhonghuang64	2.073712082	1.396158762	1.092602485	0.551485704	0.468646602	NA	0.401989307	0.172329562	0.140718172	0.107768245	1.121105827	1.026098429	1.008528596	0.33539555	0.294224004	NA	0.301211687
zhonger02/XF134	2.158103042	1.445742612	0.927567912	0.526996243	0.512521173	0.522411939	0.551720756	0.159661836	0.13245871	0.102990901	1.167691102	0.846297827	0.570838551	0.335717853	0.328138515	0.323146978	0.357883772
D1139/H114	1.946590661	1.283037523	0.771676218	0.700138337	0.563265791	0.511743204	0.554987528	0.102209967	0.059416395	0.032035957	0.735133436	0.622007683	0.530691477	0.498978566	0.418206171	0.3776477	0.446769335
D1139/XF134	2.547865038	1.923201059	1.467044442	0.678733257	0.626422134	0.621492342	0.683116448	0.079652056	0.121335509	0.188781183	0.918025311	0.832362544	0.7899412	0.533765668	0.470266307	0.412968649	0.534585264
D1139/zhonger02	3.122287301	1.920154879	1.256507312	0.564670796	0.485311517	0.517479742	0.429850332	0.240838547	0.211586402	0.175353654	1.019493232	0.842906703	0.721368515	0.40468	0.343429316	0.313834537	0.362879668
fu8701/equn3	1.854785416	1.449153647	1.159887953	0.517696884	0.490378297	0.555013855	0.447267576	0.161693475	0.099994672	0.042622054	0.925759747	0.874367468	0.830179904	0.336079207	0.337522869	0.358613502	0.362611003
fu8701/XF134	1.722325402	1.54594755	1.54880292	0.514179522	0.524806948	0.564657313	0.562547862	0.047941496	0.025781055	0.020310248	1.115452435	0.969001139	0.861423527	0.392556592	0.376725093	0.340467953	0.444274201
fu8701/zhonger02	2.352683652	1.398246	0.711055453	0.445452703	0.451992879	0.447321876	0.52227511	0.183986958	0.113068456	0.03358895	1.257002572	0.842312523	0.482030041	0.347459579	0.318567206	0.278238541	0.360849753
fu8701/D1139	2.816650606	2.182320983	1.785579057	0.488234025	0.442364723	0.416798708	0.496009975	0.126484694	0.074455623	0.037668782	1.071428249	0.988941148	0.986847036	0.456578262	0.388908595	0.355806596	0.421392466
fu8701/A619	3.033823665	1.824949009	1.138854779	0.681382321	0.490144918	0.560354712	0.319898145	0.241095507	0.119080754	0.024122618	1.433840523	1.121394763	0.902130125	0.659475366	0.497709168	0.469698562	0.417360687
fu8701/FBHJ	2.016465502	1.770205873	1.644314556	0.386680478	0.278505661	0.204954443	0.280564801	0.08382406	0.061047902	0.055276712	1.0428293	0.910283111	0.812168247	0.303736016	0.265975732	0.235944684	0.284909508
Z31B/zhonger02	2.15458754	1.466727749	0.910973619	0.565793792	0.511486371	0.541494966	0.470337172	0.292986554	0.219416464	0.138884428	1.006464921	0.905401199	0.822391956	0.400673336	0.398591386	0.39429489	0.428132658
Z31B/D1139	2.341728925	1.611525562	0.999351372	0.57033862	0.537018228	0.627226948	0.486411605	0.171925854	0.149734423	0.144302463	0.631277605	0.608646408	0.607090416	0.483175683	0.442587396	0.417886244	0.494763531
liao5110/A619	2.923080834	1.551762745	0.750013395	1.247824323	1.05870187	1.253113671	0.89555753	0.244541392	0.22241637	0.198036144	0.939827146	0.798237087	0.658200425	0.802769795	0.629847665	0.641556554	0.512048992
yan103/NS501	0.586593601	0.471001065	0.481344257	0.771792722	0.498956222	0.399857214	0.418718125	-0.094032021	-0.105135523	-0.106371695	0.342517964	0.278230494	0.216733036	0.300597165	0.216646576	0.128852889	0.257802443
yan103/807	1.28592149	1.106860099	1.152476965	0.950187899	0.681837716	0.556023494	0.672911111	0.006674052	0.021990616	0.041383105	0.542363749	0.494447946	0.490944898	0.473625894	0.400257263	0.336635018	0.436244014
yan103/A554	0.539888643	0.688974221	1.356568825	0.861232212	0.565864897	0.468919074	0.487558045	0.105832934	0.044054686	-0.005533722	1.076614997	0.76431901	0.585256777	0.453776105	0.396725308	0.326287567	0.469949095
C8605-2/liao5110	1.429769324	1.017691497	0.698286042	0.722364992	0.709135801	0.695309454	0.818356053	0.16812113	0.168056117	0.149995061	0.35301645	0.354982107	0.325302364	0.449310451	0.395877771	0.385203949	0.380001992
han21/liao5110	2.049430513	1.525781005	1.184781894	0.580202271	0.567306831	0.654709325	0.502825659	0.186362311	0.240385868	0.278059843	0.639841736	0.686669033	0.729811669	0.413545053	0.370980867	0.384297988	0.321750705
han21/IBB14	2.066615542	1.649130163	1.255147502	0.560120873	0.507560315	0.526744899	0.465992987	0.102861515	0.103887602	0.100560545	0.82015793	0.856428449	0.910275149	0.366966246	0.322448889	0.300817934	0.296827946
PHG71/han21	1.854683244	1.628381908	1.502062996	0.471675996	0.429441789	0.441867795	0.39811392	0.10834745	0.147890544	0.192834949	0.730444252	0.746095262	0.756731469	0.319734011	0.290302593	0.296846252	0.252014126
Lo1067/PHG71	1.119773944	0.764334686	0.625041964	0.217338926	0.122039441	0.068060293	0.105545626	0.057447829	0.034954661	0.016215485	0.399516167	0.414303802	0.414654477	0.26713809	0.226880732	0.212717137	0.23842533
Lo1067/PHWG5	1.508252921	0.997585197	0.640070937	0.486535925	0.339025062	0.217505702	0.36885913	0.103218075	0.077365452	0.046888057	0.713412842	0.637786898	0.558773529	0.38326002	0.327732883	0.289871775	0.331691197
M22/PHG71	0.836395642	0.731576088	0.644952739	0.204496839	0.184211101	0.138355369	0.248396902	0.051914037	0.004392696	-0.039102385	0.351864185	0.398048328	0.412084331	0.198884209	0.185082342	0.17867587	0.197818548
M22/PHWG5	0.832559591	0.76603189	0.739276449	0.513775178	0.453367709	0.382217804	0.519599541	0.009644979	0.012400272	0.016365279	0.444872421	0.423635941	0.367578334	0.31616549	0.298055362	0.250756758	0.333408091
yan156/PHWG5	1.345400292	1.092275281	0.899323736	0.647437225	0.559695925	0.521461838	0.574422366	0.058742146	0.097346706	0.130713979	0.632255732	0.670698566	0.701101409	0.383110685	0.357733341	0.318820417	0.399694436
yan156/M22	0.768166068	0.937912088	1.315228221	0.414703187	0.43424608	0.363656908	0.633175401	0.063805737	0.130110113	0.189739452	0.356055153	0.446795251	0.516773443	0.265329401	0.282616701	0.253563913	0.370674909
ZPON7/Lo1067	1.842738704	1.238969642	0.909919183	0.458877329	0.265723626	0.14214545	0.246651575	0.1219542	0.098399831	0.065636835	0.638312557	0.623528419	0.659415391	0.39614283	0.311797961	0.22084447	0.368832735
HBAI/M22	1.400464543	1.577614758	1.829365919	1.133317381	0.89037433	0.710137991	0.853087179	0.198506649	0.207577992	0.198959347	0.857870348	0.926406741	0.902846344	0.796691486	0.628209346	0.437365264	0.642872518
HBAI/yan156	2.579189075	2.704584312	2.839262205	1.344590293	1.071485616	0.854417915	1.124575163	0.279362133	0.289954845	0.270516628	0.904425935	1.00531579	1.035155144	0.993532354	0.777265252	0.49890577	0.893292357
HBAI/ZPON7	3.463107078	2.974050601	2.369434551	1.131828474	0.852160997	0.650245286	0.855239178	0.160447261	0.19494051	0.212069114	1.15855907	1.152453905	1.130694525	0.83573487	0.654459491	0.415938944	0.75654911
dan598/yan156	1.573549971	1.559949181	1.721465637	0.641571088	0.533211173	0.486493645	0.54023118	0.22498627	0.224870176	0.196242199	0.623251522	0.649285671	0.676740689	0.436015293	0.38161051	0.291483876	0.480097647
dan598/ZPON7	2.481746598	2.095574589	1.733820563	0.763972692	0.572512705	0.538840217	0.457407651	0.20029081	0.247555444	0.271324922	0.9133847	0.784453976	0.704390564	0.552400278	0.451841325	0.361513041	0.482574376
dan598/HBAI	NA	3.389992943	3.780525259	NA	0.929951306	NA	0.919493018	NA	0.274701868	0.275578864	NA	1.422298767	1.47664012	NA	0.738107664	NA	0.796847066
yu82/ZPON7	1.707439945	1.287408838	0.972126093	0.526094367	0.389876437	0.283372222	0.450184523	0.016384828	0.033374744	0.045399992	0.629631316	0.614931453	0.634439944	0.34760626	0.279984832	0.170074363	0.378073557
yu82/HBAI	2.594247291	2.435596765	2.163549787	1.399709163	0.983532835	0.715629195	0.987478748	0.231839727	0.225544294	0.195509881	1.115530523	1.181358221	1.17130014	0.880139609	0.647223412	0.384279439	0.730085025
yu82/dan598	1.587299201	1.364847092	1.202200955	0.800417846	0.575742298	0.495216937	0.507451639	0.164609755	0.16862432	0.150712923	0.713678245	0.709705116	0.705943979	0.441133665	0.359972625	0.275435004	0.412395978
yu82/PHT69	NA	0.510146426	0.35735794	NA	0.266466489	0.093757272	0.442380748	NA	0.038829803	0.020274717	NA	0.248146787	0.215457438	NA	0.224950879	0.206470242	0.208045957
91huang15/IBB14	1.219281375	1.036059559	0.922312606	0.537245301	0.4135217	0.340040637	0.405123493	0.027582995	0.059780514	0.087197365	0.461832536	0.52018823	0.572550098	0.353942345	0.305837221	0.258951819	0.333001391
91huang15/Lp215D	1.81361409	1.944640736	2.254756915	0.515595954	0.367935771	0.311158977	0.327072721	0.184823944	0.170501264	0.145842456	0.888233679	0.966099998	1.129194331	0.284318341	0.242234966	0.193349232	0.284884318
91huang15/1538	1.159650755	1.0841079	1.070367586	0.537702193	0.431168742	0.362477214	0.450339373	0.019890544	0.033480984	0.047191358	0.344094895	0.434966658	0.513150818	0.304020599	0.268733114	0.221411916	0.311122169
91huang15/M3736	1.789537508	1.374012061	1.085295596	0.540203589	0.510555213	0.500022647	0.547336471	0.060446518	0.100705532	0.14668509	0.805148635	0.884393933	0.978237056	0.370810346	0.371049924	0.331628973	0.444325953
PHG35/91huang15	1.561053663	1.470793703	1.496825649	0.522934275	0.402087046	0.377761671	0.345950189	0.131785653	0.144204764	0.155399604	0.659633652	0.702461958	0.76797884	0.321306601	0.298653108	0.284069743	0.323975881
PHG35/1538	1.302288656	1.157068009	1.11153855	0.535444704	0.362679815	0.270813599	0.332667213	0.040472962	0.026694041	0.026266292	0.413607295	0.61811669	0.871519574	0.297991134	0.229802314	0.177828213	0.244065996
PHG35/M3736	2.769912676	2.751092965	3.097223377	0.490954504	0.424917836	NA	0.476831288	0.085109564	0.108241556	0.176153619	0.960839854	1.211535634	1.536680277	0.372459257	0.325473822	NA	0.383435262
Lx9801/91huang15	1.771505907	1.611899508	1.462751437	0.774175593	0.684841139	0.673586576	0.673493011	0.203285451	0.193636414	0.179442233	0.674173045	0.71786128	0.76962707	0.446549095	0.425851704	0.397716172	0.461074207
Lx9801/PHG35	2.351812573	2.197992873	2.046991855	0.537689204	0.526959208	0.575473512	0.548881785	0.129352422	0.161522348	0.211651809	0.760222924	0.894379515	1.097114431	0.326816302	0.320160696	0.302407688	0.367836107
Lx9801/A619	3.297100047	2.04656238	1.159067166	1.10577913	1.00717694	1.294222542	0.825136525	0.361455864	0.291648035	0.242220953	0.941171965	0.830453613	0.732824848	0.667059563	0.558911731	0.525551958	0.525473747
PHW20/91huang15	1.429665833	1.083369652	0.82620557	0.538419423	0.408351559	0.2913078	0.458919124	0.037631898	0.039849058	0.048216232	0.600211123	0.611167544	0.61893961	0.410530768	0.35049771	0.26112627	0.439425457
PHW20/PHG35	2.072885857	2.030519334	2.212090497	0.497840788	0.419592008	0.396304796	0.432500661	0.09520615	0.088288267	0.100212141	0.824304503	0.943684539	1.119013737	0.481195707	0.413665215	0.353401775	0.461410228
XOP2/PHG35	1.614348742	1.571089813	1.634773241	0.49181789	0.403007617	0.445547253	0.322272875	0.102491428	0.092971513	0.09148251	0.613049735	0.722035225	0.867526275	0.225358878	0.224265183	0.231562698	0.243767174
XOP2/Lx9801	1.572774747	1.492740451	1.488239653	0.586681287	0.5670725	0.629583668	0.563515964	0.155019237	0.191112418	0.234165788	0.598790793	0.647207305	0.700643912	0.308139711	0.309280168	0.320983535	0.32105407
HHe01/1145	1.400330218	1.496501032	1.856471616	0.440545579	0.406250865	0.502327446	0.299161502	0.163638193	0.101904859	0.049366236	0.663070525	0.772151804	0.908177671	0.332882696	0.276588192	0.274886857	0.23778517
LH82/H114	0.834719646	0.631748686	0.563088779	0.450645181	0.366114933	0.284053474	0.4269221	0.058742146	0.038908447	0.009463698	0.549553695	0.544400169	0.534108616	0.355599634	0.314812392	0.271884429	0.373193886
LH82/zhonger02	1.775008197	1.259403518	0.852119472	0.57601706	0.48094872	0.432418193	0.496329922	0.203207551	0.100481757	-0.017185562	1.012598858	0.859433122	0.732454488	0.423057406	0.350082546	0.314669302	0.345360844
LH82/zhangjin6	1.571110684	1.228477782	0.979748486	0.728563612	0.475845086	0.316361126	0.464673904	0.092461331	0.046600074	-0.001285072	1.12360735	0.92428254	0.788425443	0.460987253	0.355026426	0.287953535	0.364285563
LH82/PHN37	1.707926528	1.463077688	1.319616101	0.545924056	0.34731759	0.204312642	0.384419188	0.02376859	0.010092911	-0.005153324	0.674417591	0.658190614	0.636986232	0.386284129	0.317556139	0.255623893	0.368299816
W64A/LH82	1.193999042	1.007891784	0.948289122	0.461101552	0.410822183	0.381757104	0.465183866	0.149441775	0.108683935	0.044217723	0.536670892	0.549090681	0.559280517	0.383198257	0.333225063	0.294671493	0.380636412
wu126/PHK93	1.143202649	1.179681226	1.324847013	0.700998861	0.5961293	0.600325947	0.566790507	0.047941496	0.030632616	0.032116309	0.635662636	0.687131612	0.745333284	0.414771078	0.371719867	0.334978162	0.399988507
wu126/SW153	1.502498761	1.314358433	1.280912783	1.166764509	1.061357155	1.168821924	1.000166241	0.117766041	0.078739813	0.050001916	1.189705686	0.9681687	0.8035283	0.52500201	0.517577429	0.51956406	0.563460871
wu126/LH82	0.918389463	0.768292444	0.790173483	0.405847138	0.264799385	0.123751487	0.335575427	0.197506999	0.124047558	0.041541596	0.781532999	0.631245297	0.483843924	0.329819072	0.26810633	0.218452929	0.315063276
wu126/W64A	1.590448888	1.482092172	1.519670245	0.564111881	0.508102696	0.542057641	0.485241582	0.091444656	0.145671995	0.201520032	0.711465719	0.680537979	0.661101902	0.394229178	0.356474849	0.320590052	0.40821549
wu126/W238	2.288093387	1.92198372	1.753828281	0.574220194	0.472565689	0.396795989	0.518714372	0.118634808	0.133901963	0.16175054	1.040364325	1.005253457	1.020171049	0.383559867	0.349354087	0.308348167	0.402018052
wu126/MBUB	1.524386549	1.470545621	1.524427511	0.618557891	0.481044785	0.376706839	0.54164164	0.131529551	0.189324127	0.256428124	0.725840685	0.735054267	0.766728892	0.341669841	0.275869054	0.210313734	0.319299386
wu126/A554	0.405718361	0.75042445	1.739253366	0.788882548	0.657976412	0.690384704	0.582865902	0.095138229	0.066750444	0.062315518	1.083266379	0.918392819	0.81619218	0.469610786	0.426085951	0.395125089	0.464089489
BCC03/wu126	1.441680302	1.245001517	1.204388363	0.618587788	0.489133082	0.443670468	0.467698297	0.094389487	0.085469671	0.095024537	0.713085083	0.583725947	0.49557737	0.330340382	0.314100803	0.284506619	0.364295493
