Taxa	ADW	FW	ML	pSL	RL	SL	TL
chang69/6	1.086095615	0.772377526	0.155802259	0.703159854	0.759883884	0.626397691	0.704016996
chang69/9058	0.757192543	0.532495145	0.179805139	0.449132283	0.605265374	0.412955549	0.51406036
75-364/6	0.728312589	0.509018519	0.157955589	0.36081276	0.746675032	0.338953897	0.538093696
75-364/9058	0.774975467	0.518980822	0.038602674	0.428450709	0.783153108	0.373382986	0.598815272
75-364/chang69	0.725027544	0.477775384	0.196324711	0.298802248	0.462582051	0.289104195	0.379087685
S311/9058	1.051895628	0.675807476	0.149313881	0.516604153	0.688553867	0.466632118	0.588198922
S311/chang69	1.199220656	0.812183839	0.156892553	0.657664043	0.661839885	0.59185995	0.634835114
S311/75-364	0.612434175	0.574979565	0.192549893	0.29826136	0.675905301	0.282809284	0.486695108
MBUB/chang69	1.143665758	0.790535463	0.100882042	0.454648321	0.644136756	0.395525465	0.539800043
MBUB/75-364	0.693525964	0.639898702	0.016467374	0.406936964	0.686666831	0.357413425	0.526279574
MBUB/S311	0.53593214	0.500858559	0.170893161	0.309630154	0.569588812	0.284284204	0.452647238
LH127/PHJ40	0.957880595	0.445041583	0.045722012	0.38978013	0.427699155	0.339297987	0.388446813
LH127/W182bn	1.656704961	1.058305165	-0.062783729	0.797729782	0.971227667	0.640542516	0.814477825
shuangM9B-1/LH127	0.764660438	0.557763652	-0.084820937	0.469658735	0.648073254	0.394712336	0.533501546
shuangM9B-1/PHJ40	0.818257347	0.609212519	0.058996789	0.558272894	0.626347317	0.49896115	0.564613544
shuangM9B-1/W182bn	0.647953169	0.588022965	-0.07608855	0.509141065	0.739839071	0.422338411	0.591239151
DF32/LH127	0.94069544	0.343612338	0.079328453	0.369176377	0.379561955	0.326245162	0.357193473
DF32/shuangM9B-1	0.298648515	0.268342722	0.351318737	0.183904983	0.270104829	0.204063377	0.243207147
DF32/W182bn	1.094900459	0.653931065	0.115542463	0.723586844	0.522153438	0.63120603	0.581724035
PHN29/LH127	1.498696703	0.806223173	-0.015500763	0.870742324	0.990395838	0.7250674	0.870887967
PHN29/shuangM9B-1	1.059367189	0.788770784	0.065211506	0.631707376	0.853181358	0.554418483	0.716417583
PHN29/DF32	1.292919625	0.74502805	0.067150485	0.80278605	0.724079709	0.699879535	0.717738102
liao7794/shuangM9B-1	0.559419974	0.539282642	0.274751461	0.479761401	0.587177579	0.461496123	0.535163537
liao7794/PHN29	0.877464307	0.822273704	0.039481283	0.63420167	0.475157358	0.546611231	0.510917966
xing230/DF32	1.003136621	0.692739124	0.399146698	0.6267508	0.50661113	0.599122912	0.555300686
xing230/PHN29	1.514389106	1.282043806	0.044154569	1.112826241	1.239976455	0.955320605	1.109555642
xing230/liao7794	0.392374526	0.349512791	0.402159636	0.421215687	0.471096958	0.415159576	0.452230187
fu8527/PHN29	0.963164231	0.632973872	0.036863171	0.590666708	0.771642083	0.50939702	0.652149386
fu8527/liao7794	0.701973511	0.130502595	0.119177526	0.186097491	0.369256268	0.180540772	0.286574412
fu8527/xing230	0.124569632	-0.031085277	0.297418758	0.11245172	0.176488235	0.14193788	0.169889726
liao2204/xing230	0.091578933	0.050860237	0.381556566	0.205370238	0.392308229	0.231835094	0.326430117
liao2204/fu8527	0.493994259	0.539658084	0.111068291	0.404760767	0.523705494	0.3667587	0.456443682
8982/xing230	0.682221273	0.43163982	0.377992169	0.48923566	0.659418626	0.467057023	0.576348849
8982/liao2204	0.543643113	0.49642756	0.346687829	0.314718584	0.590420882	0.323688333	0.473479031
fangyin/SC30-1	0.517294539	0.337915331	0.234843776	0.433775529	0.776774853	0.407423316	0.592038686
fangyin/M101	0.883621436	0.513242336	0.024388762	0.557376689	0.960112721	0.480596075	0.718880097
fangyin/fu8527	0.663992313	0.491760609	-0.021644036	0.351144564	0.441889578	0.306346546	0.384181192
fangyin/liao2204	0.224074663	0.29610445	0.30186945	0.254441205	0.416922856	0.258228644	0.349736013
fangyin/8982	0.728828215	0.638101025	0.208582049	0.516258128	0.635242516	0.474392814	0.566702292
fangyin/Lp215D	0.852136057	0.804322877	0.172258899	0.727989089	0.927251938	0.655092557	0.800558317
fangyin/xuan6	0.438979953	0.028388219	0.296172341	0.136337537	0.425034486	0.1502398	0.292665724
HB8229/liao2204	0.805148342	0.724597828	0.025732623	0.550805889	0.533729395	0.462263558	0.510180219
HB8229/8982	1.253255116	0.942452567	0.21921111	0.757754201	0.95431751	0.675150614	0.828583781
HB8229/shuang741	0.712156569	0.412457033	-0.096983074	0.333047602	0.628441265	0.252802109	0.457508798
MDF-13D/8982	0.73209851	0.394142462	0.212556427	0.544453073	0.729933886	0.495328805	0.622802408
MDF-13D/HB8229	0.814729748	0.596356739	-0.001952461	0.437675494	0.684354954	0.359055274	0.531461171
zhong451/fangyin	0.37037615	0.140160222	0.576592265	0.244898769	0.635828452	0.262916539	0.434992812
zhong451/HB8229	0.923940835	0.263572362	0.147579448	0.172615843	0.596273154	0.171145275	0.3742214
zhong451/MDF-13D	1.557125617	0.276372771	0.326647332	0.33170643	0.903856668	0.332886604	0.584210294
zhong451/yun147	0.79273459	0.198399427	0.307052203	0.133470905	0.71127454	0.162078849	0.40121284
PHW03/E8501	0.418776876	0.107151071	0.148956721	0.148737589	0.291733652	0.161897016	0.226072072
PHW03/Co109	1.234991473	0.811773052	0.104968121	0.67752937	1.232874923	0.589084126	0.911086152
zhongyin15/E8501	0.807555094	0.482476111	-0.062723789	0.478564284	0.884906122	0.404857517	0.657287089
zhongyin15/PHW03	1.148251439	0.682670928	-0.031002294	0.566787774	1.452797196	0.473529819	0.916533012
zhongyin15/yan38	0.953552641	0.658917544	0.110585408	0.612606904	0.96977504	0.542798772	0.766370674
zhongyin15/A619	0.014010194	-0.275780696	0.339097229	0.047130533	0.071300154	0.09234785	0.085380466
zhongyin15/PHT69	0.593496319	0.17369099	0.1164749	0.531119533	0.578260062	0.471274149	0.523758929
L061M/PHW03	0.813543207	0.373678529	0.08044249	0.26209652	0.639599392	0.228786945	0.436428003
L061M/zhongyin15	0.891824516	0.578794316	-0.059934206	0.480730319	0.708340403	0.398284896	0.563644665
897/LH82	1.100287567	0.866117574	0.090964799	0.611531664	1.140604401	0.532151619	0.859926304
897/yan38	0.660494743	0.501461939	0.175361327	0.416977714	0.649739659	0.387580448	0.541278463
897/zhongyin15	1.397301579	1.065738074	0.128678315	0.756170428	1.174615569	0.673396514	0.950606999
897/L061M	1.19489114	1.018079562	0.11221182	0.728143757	0.850144553	0.641775785	0.770401222
Ay420/zhongyin15	1.007981683	0.681088805	0.16971013	0.712807675	1.088844036	0.632847111	0.863730145
Ay420/L061M	1.133870448	0.698376266	0.181472163	0.454575603	0.646368696	0.408859078	0.544565887
B98/L061M	0.791842955	0.738310416	0.030495832	0.917758838	0.923840523	0.771293746	0.868074945
B98/897	0.958286526	0.596939962	0.439443483	0.976094104	0.814259312	0.904001841	0.863682548
B98/Ay420	0.441506952	0.288347584	0.272150046	0.440001674	0.625436798	0.418316905	0.535345862
B98/xuan6	0.678796297	0.271341146	0.354900814	0.528676676	0.524558615	0.503382234	0.513164945
PHR55/897	1.157090126	0.77317778	0.328967768	0.842684382	0.696303105	0.779659322	0.741126655
PHR55/Ay420	0.960422575	0.507547053	0.340165845	0.758733844	0.972031168	0.698131955	0.851827378
PHR55/B98	1.143321562	0.948562091	0.302871568	1.078451262	1.197906316	0.966941895	1.102596586
xun971/Ay420	0.48704182	0.179926348	0.087227408	0.28636445	0.186876321	0.252187364	0.225889427
xun971/B98	1.556348024	0.780203531	0.17027655	0.821904299	0.806955534	0.728098165	0.780531755
xun971/PHR55	0.949508084	0.660534503	0.331492215	0.700023392	0.725135355	0.648979569	0.700237125
xun971/LH162	0.317352916	0.022111125	0.115679704	0.035832659	-0.091760337	0.038518538	-0.021004881
xun971/xuan6	0.59048643	0.283248298	0.003632075	0.2543826	0.312824509	0.213923062	0.26524702
yue39-4/B98	0.479384797	0.277797756	0.001279024	0.453474174	0.75141729	0.391228119	0.580536074
yue39-4/PHR55	0.757005328	0.543575825	0.13337645	0.476450718	0.733984131	0.432068066	0.592195043
yue39-4/xun971	0.615535984	0.452414735	0.07055706	0.477563661	0.662522488	0.429777325	0.554201547
2MA22/LH162	0.947127402	0.455243747	0.434209694	0.247165468	0.507359809	0.273707838	0.39807957
2MA22/zhangxi28	1.041238186	0.516764036	0.518512618	0.302384921	0.286598977	0.341639071	0.323470739
ji63/2MA22	1.117962793	0.84398721	0.340331082	0.504278583	1.303699423	0.482171501	0.806613944
ji63/LH162	1.192782184	0.754732158	0.236016597	0.518241423	0.807898696	0.482645439	0.643685359
ji63/zhangxi28	0.767544424	0.314028059	0.283932774	0.358133995	0.643184275	0.358284248	0.50018752
zhangjin6/2MA22	1.195617354	0.754428002	0.08492866	0.441943813	0.900068849	0.387944255	0.616236263
zhangjin6/ji63	1.229062567	0.823583911	0.09150266	0.486913344	1.143787017	0.420058669	0.747365204
zhangjin6/zhangxi28	0.710244174	0.500630544	0.17074333	0.558098511	0.521141349	0.510210216	0.522371095
longkang1/PHR55	2.090800923	1.325723209	0.285742224	0.949203636	1.598903526	0.861099755	1.226432527
N68a/7903E	1.037229816	0.565990065	0.015142827	0.423120125	0.696292855	0.356140693	0.532641844
N68a/zhangjin6	1.159688734	0.743442648	0.083124893	0.647514377	0.93594726	0.553437429	0.755232629
N68a/9710	0.739701883	0.525922209	-0.026798569	0.527140822	0.719774524	0.438790359	0.596856298
N68a/longkang1	1.130103769	0.63769786	0.145411535	0.694483899	0.95741251	0.607956853	0.783999637
N68a/Lp215D	0.986381327	0.573871211	-0.073538383	0.601360674	0.881429015	0.480823893	0.693807564
N68a/han49	0.804761998	0.369738588	0.00786665	0.445089568	0.67614259	0.369374179	0.533987659
ji846/9710	0.829823327	0.581342146	0.199048466	0.499650937	0.666653672	0.459730872	0.579022886
ji846/longkang1	1.519506521	1.101624521	0.258802301	0.702443667	1.080672791	0.643672539	0.862195473
ji846/N68a	0.585021018	0.298481343	-0.023717013	0.36704266	0.431730944	0.304657652	0.383056262
zaC546/N68a	0.998600154	0.529130484	-0.034592753	0.603669423	0.553838517	0.496699312	0.530876551
zaC546/ji846	0.520545516	0.403377786	0.30687761	0.332598146	0.336582046	0.3314797	0.342323616
luosu3/N68a	0.598322443	0.183495029	0.194000045	0.465041285	0.386433636	0.43188996	0.412034826
luosu3/ji846	0.575545555	0.296743662	0.409282494	0.461103505	0.600488355	0.455422289	0.542136821
luosu3/zaC546	0.628347849	0.440674647	0.387276806	0.608018014	0.789069936	0.580354836	0.694341795
PHW43/zaC546	0.436588023	0.216659083	0.056090133	0.258928182	0.2968969	0.226929503	0.26984172
KP3130/zaC546	0.609826998	0.47218837	0.062156307	0.428982107	0.324910563	0.372650839	0.35552782
KP3130/luosu3	1.167597439	0.804693081	0.159606991	0.733315709	0.922624183	0.655201196	0.811578906
KP3130/changK	0.711177111	0.267034905	-0.066149273	0.223084982	0.424612954	0.177474838	0.322283432
KP3130/Sg1533	0.679335745	0.27064546	-0.016839128	0.208274179	0.289609577	0.174244319	0.247122635
3335/huangchangb	0.653645929	0.248052967	-0.005709581	0.109160974	0.592585087	0.089032027	0.333080891
3335/PHW43	1.281304177	0.450942806	0.026268111	0.302048006	0.420230413	0.255005925	0.349895811
3335/T24	0.769457938	0.264472678	-0.014016798	0.317440048	0.49572842	0.270110358	0.39635107
E28/KP3130	0.814659568	0.800652519	-0.11601708	0.477421929	0.691294649	0.386260286	0.548578572
E28/3335	0.811416843	0.604440044	0.129957092	0.447590757	0.980027554	0.396284829	0.660529942
K14/KP3130	1.496355589	0.648359016	0.246931651	0.523370255	0.673489306	0.485851078	0.595761163
K14/3335	1.852278986	0.63858032	0.180602643	0.443783859	0.875039198	0.408169037	0.635071446
K14/E28	0.689885168	0.196255248	0.335154343	0.295361594	1.050547143	0.304276735	0.617404848
yi36/huangchangb	0.67978922	0.12900354	0.15012834	0.056785547	0.348116556	0.059681606	0.210619529
yi36/3335	1.66438931	0.828298564	0.196934709	0.749347768	1.151120774	0.663056145	0.913466313
yi36/E28	1.103773091	0.738396898	0.23593081	0.714881762	1.20497363	0.651625493	0.912731244
150-4/W9706	0.676810869	0.268388071	0.225897933	0.288588006	0.556615985	0.279239255	0.427920368
150-4/M101	1.165559177	0.519897644	0.021291875	0.632377174	0.771243672	0.536178865	0.655263868
150-4/HBAI	0.782914404	0.399297064	0.273315345	0.470153817	0.585598231	0.442995314	0.52831731
150-4/8982	0.776183365	0.571428528	0.156547983	0.403029775	0.709647208	0.364239957	0.551297268
150-4/78551S	0.690758206	0.450690631	0.24181357	0.413217849	0.554109753	0.399338623	0.475153675
150-4/PHR30	0.469827747	0.246024003	0.207004038	0.256489369	0.354642571	0.249019366	0.305580646
DH65232-DH9/150-4	0.586269663	0.398813842	0.257513784	0.288184618	0.493774172	0.281146227	0.397230439
DH65232-DH9/78551S	0.320346074	-0.099077903	0.397459396	0.034099701	0.098760938	0.075747165	0.090843671
DH65232-DH9/PHR30	0.511710785	0.266640998	0.267576777	0.33355336	0.845246032	0.320747396	0.573436045
P167/150-4	0.577169168	0.164679081	0.210866291	0.2794075	0.508341208	0.265587639	0.386341157
P167/PHR30	0.613834709	0.476614982	0.15508607	0.36484304	0.628131108	0.332890995	0.481157468
LH215/2005	1.690549094	1.14202682	-0.089088911	0.991891397	1.447210022	0.78896352	1.125437633
LH215/150-4	0.568265144	0.356656656	0.071866724	0.343699576	0.416220167	0.298039486	0.369740869
LH215/P167	0.523772724	0.325675626	0.243340591	0.292354461	0.601984451	0.283460557	0.456371491
LH215/yun147	0.727700203	0.355062615	0.179021014	0.380672047	0.752496143	0.352531972	0.563726922
785/P167	0.566744377	0.462331684	0.131543556	0.251937065	0.566206682	0.237544974	0.4119298
84-126-15-1/equn3	0.955103854	0.619539344	0.105868444	0.623937337	0.620783351	0.546001967	0.588845781
84-126-15-1/M101	1.016174543	0.512324288	0.127489137	0.432102783	0.685554878	0.390063499	0.533741988
84-126-15-1/7903E	1.030268408	0.452937475	-0.022872651	0.322862449	0.806340588	0.272332762	0.535454556
84-126-15-1/dan598	0.832994413	0.310306913	0.074773522	0.481674029	0.540744749	0.416835793	0.490291085
84-126-15-1/P167	1.020536095	0.691724334	0.291658571	0.402592765	0.696913867	0.391201489	0.551826339
84-126-15-1/LH215	0.925520816	0.496174804	0.094845035	0.511277107	0.469473178	0.449398321	0.466129211
84-126-15-1/785	1.424540591	1.036063962	0.070799248	0.590050754	0.78090987	0.519487691	0.657251761
84-126-15-1/B7	0.602770309	0.560788493	0.11761723	0.497847552	0.569763885	0.443388795	0.516255223
R31/785	0.693975379	0.45766805	0.140013211	0.310582215	0.478924003	0.28674012	0.392648945
R31/84-126-15-1	0.816668052	0.52466287	0.194535884	0.439937176	0.630796167	0.408267083	0.528302768
R31/shen5005	0.742420714	0.475463998	-0.110962122	0.581488529	0.629991403	0.472854485	0.554404659
W968/785	0.783792507	0.528193882	-0.033022465	0.385288702	0.811985932	0.32688571	0.576766396
W968/84-126-15-1	1.303957592	0.713419251	0.230276703	0.707244181	0.914733271	0.63824813	0.776618261
W968/R31	0.915772476	0.649697317	-0.006890675	0.46318974	0.958048651	0.387464216	0.700858263
LH60/84-126-15-1	1.007009385	0.600133369	0.27970269	0.455531067	0.76124204	0.429041026	0.613463405
LH60/R31	0.455344736	0.242243391	0.184833467	0.323213555	0.375123324	0.301747123	0.344518011
shen5005/R31	0.700068962	0.290080938	0.132175079	0.37468396	0.680615228	0.34408003	0.531313813
Va26/W968	0.617033517	0.332299096	0.152589742	0.48435819	0.540971955	0.43679043	0.502253659
Va26/shen5005	1.056599054	0.464226575	0.078292219	0.543938945	0.687040351	0.480210519	0.595170337
fu96/SW153	-0.208481584	-0.169467033	-0.013898394	-0.184602538	-0.006367809	-0.167292139	-0.077851765
fu96/7236	1.053515902	0.569765733	0.342211404	0.352657542	1.061937519	0.348628972	0.695029366
fu96/ji833	0.51202939	0.207043435	0.151949762	0.16420468	0.469199733	0.161258768	0.324288353
fu96/SC30-1	0.774233018	0.432665018	0.117405337	0.427464459	0.475528283	0.378640772	0.424700569
fu96/BCC03	1.317115556	0.92063101	0.398190516	0.683608819	0.919647937	0.649486174	0.783972232
fu96/757	1.347435785	0.756575188	0.214688427	0.476719085	0.892503523	0.442050181	0.684255664
fu96/6	1.188913893	0.804260666	0.326776463	0.663799157	1.150901084	0.622484945	0.888054658
fu96/liao2204	0.730720635	0.644483272	0.207040448	0.592562416	0.993505458	0.537431218	0.772019675
fu96/E8501	0.840975063	0.719182843	0.017059311	0.407726211	0.542920697	0.357182868	0.459460104
fu96/J8606	1.473030301	0.922779678	0.178194855	0.683844993	0.866347388	0.625315655	0.746768129
fu96/PHW30	0.578500614	0.356296948	0.317796859	0.248169534	0.777275076	0.254941697	0.49717201
fu96/L139	0.991606044	0.663397182	0.069741342	0.636539694	0.671790204	0.559431258	0.628568526
fu96/PHG47	1.397469796	1.015088484	0.28608269	0.681267916	1.018901443	0.635283364	0.831612586
Ms71/fu96	1.362606164	0.934694422	0.121746207	0.580478843	1.342305146	0.520997587	0.911773113
Ms71/L139	0.657250498	0.294529052	0.088428921	0.367434148	0.716926749	0.326432621	0.542452458
Ms71/PHG47	1.245909079	1.26894169	0.24954332	1.080889718	1.444877901	0.968642151	1.204054087
468-3/C521	0.656158907	0.260881509	0.237279707	0.421071557	0.624716312	0.387647349	0.530021169
468-3/M3	0.896758881	0.528655831	0.011482074	0.372810461	0.927122304	0.309692439	0.617596489
468-3/MDF-13D	0.76700565	0.530753558	0.118537806	0.353960074	0.755068513	0.313197781	0.554485026
468-3/R31	0.437934496	0.170705817	0.203706626	0.181142257	0.439630755	0.185334417	0.332372397
468-3/fu96	0.81690804	0.54325506	0.2159528	0.410947509	0.83962457	0.383523409	0.618753678
468-3/Ms71	0.840347581	0.694806331	0.146637048	0.567848376	1.426345652	0.506303162	0.996692525
468-3/PHJ40	0.560455024	0.386444324	0.273147316	0.485056274	0.611308889	0.457087541	0.53921137
468-3/zhangxi28	0.955825821	0.54940348	0.339063727	0.391471813	0.551642809	0.386967392	0.485520311
468-3/MO113	0.637885383	0.356541179	0.135041238	0.273084389	0.785852744	0.252785484	0.497357373
468-3/PHG47	0.872551702	0.542407189	0.343570963	0.294782594	0.646434607	0.289581609	0.485332605
DM101B/fu96	1.745354631	0.904632435	0.184444097	0.739938418	1.17131199	0.66653325	0.913691146
DM101B/Ms71	1.351037031	0.71960961	0.191914069	0.809844224	1.565561843	0.725639922	1.134839992
DM101B/468-3	0.859580636	0.493316654	0.442054528	0.400497335	0.58985897	0.411602817	0.514396019
DM101B/PHJ40	1.08453205	0.633297112	0.402143226	0.839835496	1.082754334	0.788231402	0.932719441
DM101B/PHR30	0.865653714	0.20865778	0.344472367	0.307077337	0.66617876	0.322814198	0.494299011
1614/468-3	0.772306496	0.642101615	0.009285679	0.409772076	0.60714171	0.353725844	0.494969189
1614/DM101B	0.580595464	0.32690488	0.137811611	0.357843011	0.628379101	0.32920148	0.485315371
changK/468-3	0.82012788	0.546466148	0.09414784	0.381748978	0.450469131	0.338781616	0.408242943
changK/DM101B	0.798479942	0.358688137	0.104089718	0.310001492	0.604124106	0.28544553	0.46188023
gan41/1614	0.592386492	0.355419134	-0.064754228	0.357377915	0.680814488	0.291242316	0.50228731
gan41/changK	0.741432454	0.415706119	0.143652849	0.428129505	0.839928536	0.380976696	0.637279954
huotanghuang/1614	0.316392539	0.151191648	-0.094341076	0.043350897	0.311326693	0.021292893	0.179794075
huotanghuang/changK	0.984185576	0.477590607	-0.087874771	0.313323432	0.524384878	0.24678575	0.406800402
huotanghuang/gan41	0.96107578	0.677155582	0.235970127	0.57440628	0.829474329	0.540513548	0.70737879
yuanwu05/changK	1.612560584	0.711377584	0.106291852	0.648817561	0.968179034	0.576351841	0.778868469
yuanwu05/gan41	1.296236466	1.181008445	0.308342417	0.920879354	1.277919238	0.84464392	1.073086539
yuanwu05/huotanghuang	0.895923009	0.639173898	0.100450544	0.623723875	0.991127491	0.554949103	0.783480145
ji432/gan41	1.400221684	0.755474782	0.25292777	0.74653762	0.96034802	0.685353679	0.834452542
ji432/huotanghuang	1.316202607	0.757947381	0.200558707	0.686529862	0.861627149	0.62707545	0.753473705
ji432/yuanwu05	1.166962436	0.603892473	0.387793119	0.727683812	1.017294488	0.688629521	0.865166265
DM07/2MA22	0.643907045	0.523070542	0.133531363	0.226808441	0.943937313	0.213175492	0.493719078
DM07/xuan6	0.995129155	0.652364942	0.06329455	0.70463018	1.373269582	0.613395781	0.959442371
DM07/5707	0.378552409	0.281655985	0.183879491	0.328929956	0.820146426	0.306800502	0.558021857
DM07/FBHJ	1.034711528	0.764297272	0.543378388	0.679832634	1.357689922	0.654581476	0.990940517
B09/DM07	1.183683826	0.872029659	0.290908665	0.724984058	1.500298271	0.666846576	1.041153998
B09/5707	0.687584687	0.630493721	0.099870697	0.639088096	0.698568813	0.550077347	0.631650878
B09/FBHJ	1.479248428	0.781324847	0.52004081	0.593418239	1.136090541	0.585605614	0.867722554
lan766-4-2/DM07	0.69543516	0.461330328	0.040540605	0.495880891	0.665439529	0.430015327	0.538728448
lan766-4-2/B09	1.435110166	0.91660997	0.041492196	0.847805641	1.227607984	0.714289081	0.974853918
baiU8112/DM07	0.173300342	-0.010590834	0.280272121	0.108835006	0.431840549	0.13273824	0.307705565
baiU8112/B09	0.596679249	0.440532655	0.156524021	0.331935344	0.4398575	0.307666656	0.403064708
baiU8112/lan766-4-2	0.853690588	0.612485904	0.225748575	0.682740797	0.618632991	0.620049134	0.637417416
J8606/B09	1.056013829	0.660205284	0.357721348	0.584629619	0.757880394	0.556655477	0.662430057
NN14B/M3	0.662959141	0.817607694	-0.081813151	0.612577084	0.855678554	0.508234538	0.686566012
NN14B/1145	0.45154689	0.323627209	0.188879812	0.308835274	0.502077309	0.290290812	0.40968338
NN14B/SC11-1	0.447630907	0.406978621	0.457271953	0.271751328	0.522891311	0.287184296	0.421053547
NN14B/W968	0.879514969	0.978199978	0.057189528	0.788835278	0.828974771	0.685519879	0.769222769
NN14B/468-3	0.331147952	0.481380984	0.095069846	0.259454108	0.353847199	0.234220114	0.310458136
NN14B/changK	0.29478776	0.379816931	0.038385198	0.220780919	0.193859733	0.194168841	0.19793206
NN14B/lan766-4-2	0.63192068	0.468872343	0.062612207	0.553176123	0.540760247	0.479561906	0.518602828
NN14B/baiU8112	0.613217773	0.544753054	0.186864919	0.41903845	0.338525552	0.378264024	0.385231228
NN14B/J8606	0.949747796	0.979784048	0.082954339	0.692504991	0.819911036	0.618348727	0.724918344
NN14B/T24	0.710690596	0.771684183	0.3749852	0.643498472	0.693347575	0.617881701	0.671823436
NN14B/PHT77	2.177110317	0.695429479	0.084092812	0.612246041	0.554515563	0.51910567	0.541086749
PHT22/baiU8112	0.428135337	0.409717778	0.259433206	0.427837031	0.232749083	0.407460682	0.312901435
PHT22/J8606	0.435641881	0.115212684	0.228825003	0.20635982	0.047119114	0.205644073	0.122419409
S22/J8606	1.128802684	0.848442093	-0.005662366	0.576556936	0.957755174	0.506634998	0.722783427
S22/NN14B	0.4119582	0.736977929	0.084951727	0.46947695	0.554828753	0.419689095	0.493010681
Sg1533/NN14B	0.334693835	0.325704193	0.253660662	0.328915154	0.356654927	0.319258456	0.353686252
Sg1533/PHT22	0.528055546	0.103046801	0.307014971	0.128984083	0.114326068	0.158473901	0.135248742
Sg1533/S22	0.342791923	-0.001605252	0.172522201	0.099561903	0.379650316	0.113302553	0.253254595
T24/equn3	0.588901192	0.190159032	0.010611884	0.172476365	0.256908375	0.143854007	0.214587865
T24/zhonger02	0.679048435	0.300378006	0.081007747	0.202417465	0.473770239	0.173549327	0.34608177
A619/LH93	0.439007457	0.255779237	0.444514437	0.267346466	0.458909589	0.292892445	0.398860213
A619/K22	0.250586564	0.328973155	0.186061618	0.308944224	0.463609799	0.290539781	0.379224031
A619/yi36	0.447314989	-0.001235171	0.43840876	0.262582599	0.329635666	0.296871469	0.313656696
NS501/C521	0.238301213	0.175659283	0.110484063	0.266985342	0.18210861	0.245122842	0.217640551
NS501/A619	0.53329994	0.566107649	0.161695601	0.507621712	0.643127831	0.471741347	0.57061515
NS501/PHT69	0.378465107	0.160591994	0.012382557	0.409505705	0.29085642	0.362746885	0.320840323
RS710/yan156	0.56678515	0.270906271	0.284021672	0.337056936	0.381864238	0.337291414	0.371559417
B7/SC30-1	0.223123716	0.115909233	0.14150232	0.288110329	0.345988488	0.26983756	0.316982655
B7/M101	1.19898898	0.63830131	0.138204764	0.712895636	1.103989435	0.634345864	0.874856919
B7/yan156	0.547638474	0.405199974	0.424731886	0.422753932	0.523652513	0.423346653	0.486761938
807/1101	0.257468505	0.031836888	0.038024939	-0.009843022	0.110826686	-0.007018697	0.070871194
807/yan156	0.63971129	0.526840368	0.065681067	0.365533195	0.359114702	0.332386854	0.365267294
Lp215D/B7	0.496812101	0.425443722	0.086595743	0.440049496	0.351150601	0.38708562	0.383314774
Lp215D/807	0.976207086	0.58555528	-0.084301474	0.417614247	0.333260145	0.344467884	0.353668933
1538/807	0.464352669	0.30418144	0.162900041	0.341089339	0.373688258	0.324342252	0.36368613
1538/Lp215D	0.827159546	0.461023906	0.019169328	0.370505909	0.654464245	0.314842188	0.497173348
M3736/D1139	0.573388204	-0.045219897	0.065738829	0.358931237	0.553521668	0.299104023	0.444741222
A554/niu2-1	0.592053459	0.097217044	-0.094295603	0.22831507	0.37364011	0.177103787	0.279067934
A554/1101	0.693579277	0.019342198	0.316511044	0.140842218	-0.045412299	0.163451061	0.041867064
A554/yan156	0.898078855	0.371038785	0.228494672	0.544046932	0.409283064	0.498082908	0.447344986
A554/MBUB	1.223565947	0.421691436	0.221478399	0.522630964	0.532072218	0.478135039	0.51982309
A554/84-126-15-1	0.899696457	0.32416287	0.166264651	0.302838822	0.2548921	0.285337551	0.271384339
PHN37/99122	1.116475622	0.676649037	0.181389185	0.321895956	1.16497591	0.3116595	0.699325348
PHJ40/M3	0.87688097	0.56403449	0.112146989	0.439913551	0.682374049	0.400835138	0.53158405
PHJ40/2MA22	0.758304162	0.148193444	0.556881066	0.26222222	0.515472016	0.337068269	0.398634254
PHJ40/PHN37	0.541347705	0.362460892	0.237576269	0.323193861	0.372552754	0.316987005	0.345779745
W182bn/M3	0.968828017	0.599266526	-0.072700534	0.537569413	0.859183925	0.423476535	0.637019486
W182bn/SW153	0.141764542	0.052106166	-0.226206124	0.022524884	0.131020726	-0.010825105	0.076355559
W182bn/shuang741	0.734552701	0.427414778	0.066132691	0.48621241	0.654372681	0.409590241	0.540917101
W182bn/PHJ40	0.90072169	0.383639714	0.054140507	0.507483389	0.524469182	0.43174175	0.477168988
Co109/chang72	0.805769672	0.349213483	-0.005274137	0.25672802	0.501053717	0.210769919	0.378452542
Co109/nan21-3	0.510662356	0.324882302	0.273536589	0.296555247	0.298395336	0.297443105	0.304780661
Co109/huobai	1.012742908	0.465743657	0.238043826	0.355970045	0.200112037	0.336674137	0.264463215
Co109/shuang741	0.736414829	0.431898612	0.397831337	0.440839192	0.535127462	0.437920841	0.4924048
yun147/nan21-3	0.626252946	0.207001686	0.10174846	0.217344962	0.448616188	0.205306346	0.323412602
yun147/150-4	0.726718194	0.409414533	0.003849969	0.430514767	0.486956841	0.360320601	0.432918114
yun147/Co109	1.440274912	0.768920043	0.128065202	0.651416255	0.670388103	0.569449209	0.626436759
LH162/D15	1.449272779	1.021078659	0.19120872	0.718619806	0.852998362	0.651767847	0.763571863
LH162/SC-9	0.852265525	0.674433925	0.181652966	0.506120655	0.680639569	0.461408575	0.582965002
LH162/96201	1.097184713	0.788478245	0.143207384	0.562574669	0.664708492	0.503037455	0.601443955
